project_id,skill_id,importance_weight,minimum_proficiency,minimum_experience_years,required_flag
P00186,SK013,0.167,Beginner,1,1
P00186,SK015,0.81,Beginner,1,1
P00186,SK024,0.023,Beginner,1,0
P00187,SK005,0.23,Advanced,5,1
P00187,SK024,0.182,Intermediate,2,0
P00187,SK027,0.588,Advanced,4,1
P00188,SK001,0.046,Intermediate,2,1
P00188,SK011,0.232,Intermediate,2,1
P00188,SK023,0.722,Advanced,4,1
P00188,SK024,0.0,Intermediate,2,0
P00189,SK017,0.576,Intermediate,3,1
P00189,SK024,0.167,Beginner,1,0
P00189,SK025,0.257,Intermediate,3,1
P00190,SK011,0.126,Advanced,4,1
P00190,SK017,0.362,Intermediate,3,1
P00190,SK024,0.42,Intermediate,2,1
P00190,SK025,0.093,Intermediate,2,0
P00191,SK013,0.552,Advanced,5,1
P00191,SK017,0.064,Intermediate,2,0
P00191,SK023,0.217,Intermediate,2,1
P00191,SK024,0.167,Intermediate,3,1
P00192,SK009,0.085,Intermediate,2,0
P00192,SK024,0.425,Intermediate,2,1
P00192,SK033,0.49,Beginner,1,1
P00193,SK001,0.138,Intermediate,2,0
P00193,SK011,0.031,Beginner,1,0
P00193,SK015,0.262,Intermediate,2,1
P00193,SK017,0.139,Beginner,2,1
P00193,SK020,0.151,Intermediate,2,1
P00193,SK022,0.28,Beginner,2,1
P00194,SK002,0.088,Advanced,4,1
P00194,SK024,0.912,Intermediate,2,1
P00195,SK011,0.123,Intermediate,2,0
P00195,SK015,0.529,Intermediate,2,1
P00195,SK020,0.348,Intermediate,2,1
P00196,SK011,0.313,Advanced,4,1
P00196,SK017,0.43,Intermediate,2,1
P00196,SK024,0.257,Beginner,1,0
P00197,SK019,0.193,Intermediate,2,1
P00197,SK021,0.539,Intermediate,2,1
P00197,SK024,0.025,Intermediate,2,0
P00197,SK025,0.243,Intermediate,2,1
P00198,SK020,0.424,Intermediate,2,1
P00198,SK022,0.255,Intermediate,2,0
P00198,SK024,0.321,Intermediate,2,1
P00199,SK002,0.333,Advanced,4,1
P00199,SK005,0.488,Intermediate,2,1
P00199,SK010,0.179,Advanced,4,0
P00200,SK007,0.238,Advanced,4,1
P00200,SK009,0.102,Intermediate,2,0
P00200,SK011,0.306,Beginner,1,1
P00200,SK034,0.354,Intermediate,2,1
P00201,SK001,0.073,Beginner,1,0
P00201,SK011,0.138,Intermediate,2,0
P00201,SK015,0.185,Beginner,1,1
P00201,SK020,0.434,Intermediate,2,1
P00201,SK022,0.171,Advanced,5,1
P00202,SK004,0.234,Intermediate,3,1
P00202,SK005,0.766,Advanced,5,1
P00203,SK004,0.786,Advanced,4,1
P00203,SK005,0.027,Beginner,1,0
P00203,SK027,0.187,Intermediate,3,1
P00204,SK017,0.188,Advanced,4,1
P00204,SK027,0.812,Intermediate,3,1
P00205,SK024,0.541,Intermediate,3,1
P00205,SK025,0.459,Advanced,4,1
P00206,SK004,0.217,Advanced,4,1
P00206,SK005,0.081,Beginner,1,0
P00206,SK027,0.702,Beginner,2,1
P00207,SK022,0.153,Intermediate,2,1
P00207,SK026,0.847,Advanced,4,1
P00208,SK005,0.275,Advanced,5,1
P00208,SK024,0.725,Advanced,5,1
P00209,SK001,0.02,Intermediate,2,0
P00209,SK015,0.488,Beginner,2,1
P00209,SK016,0.271,Advanced,5,1
P00209,SK018,0.164,Beginner,1,1
P00209,SK024,0.058,Intermediate,2,0
P00210,SK013,0.386,Intermediate,2,1
P00210,SK015,0.125,Intermediate,3,1
P00210,SK016,0.056,Intermediate,2,0
P00210,SK018,0.321,Advanced,4,1
P00210,SK022,0.112,Intermediate,2,0
P00211,SK024,0.12,Beginner,1,0
P00211,SK025,0.157,Advanced,4,1
P00211,SK026,0.723,Beginner,2,1
P00212,SK011,0.143,Intermediate,2,0
P00212,SK024,0.405,Intermediate,3,1
P00212,SK025,0.451,Intermediate,2,1
P00213,SK011,0.208,Intermediate,3,1
P00213,SK017,0.656,Intermediate,2,1
P00213,SK024,0.136,Beginner,1,0
P00214,SK011,0.256,Intermediate,2,1
P00214,SK023,0.566,Intermediate,2,1
P00214,SK026,0.178,Beginner,1,0
P00215,SK017,0.261,Beginner,1,0
P00215,SK024,0.332,Advanced,4,1
P00215,SK027,0.406,Intermediate,2,1
P00216,SK001,0.177,Beginner,1,0
P00216,SK002,0.022,Beginner,1,0
P00216,SK004,0.356,Intermediate,2,1
P00216,SK024,0.225,Advanced,5,1
P00216,SK028,0.219,Intermediate,2,1
P00217,SK022,0.076,Beginner,1,0
P00217,SK025,0.408,Advanced,4,1
P00217,SK026,0.516,Intermediate,3,1
P00218,SK011,0.639,Beginner,1,1
P00218,SK017,0.091,Beginner,1,0
P00218,SK027,0.271,Intermediate,2,1
P00219,SK011,0.14,Intermediate,2,0
P00219,SK013,0.315,Advanced,4,1
P00219,SK018,0.398,Intermediate,2,1
P00219,SK024,0.147,Beginner,2,1
P00220,SK011,0.42,Advanced,4,1
P00220,SK017,0.339,Advanced,4,1
P00220,SK024,0.107,Beginner,1,0
P00220,SK027,0.133,Beginner,2,1
P00221,SK011,0.153,Beginner,1,0
P00221,SK013,0.368,Intermediate,3,1
P00221,SK018,0.158,Intermediate,2,1
P00221,SK022,0.321,Intermediate,2,1
P00222,SK013,0.193,Intermediate,2,1
P00222,SK015,0.339,Advanced,4,1
P00222,SK018,0.242,Advanced,4,1
P00222,SK020,0.059,Beginner,1,0
P00222,SK024,0.167,Beginner,1,0
P00223,SK021,0.194,Intermediate,3,1
P00223,SK025,0.806,Intermediate,2,1
P00224,SK024,0.293,Beginner,1,1
P00224,SK028,0.672,Advanced,5,1
P00224,SK029,0.035,Beginner,1,0
P00225,SK021,0.144,Intermediate,2,0
P00225,SK022,0.146,Advanced,4,1
P00225,SK023,0.143,Intermediate,2,0
P00225,SK025,0.169,Advanced,4,1
P00225,SK026,0.397,Intermediate,3,1
P00226,SK019,0.28,Beginner,1,0
P00226,SK020,0.323,Intermediate,2,1
P00226,SK024,0.397,Intermediate,2,1
P00227,SK004,0.084,Intermediate,2,0
P00227,SK005,0.426,Intermediate,3,1
P00227,SK024,0.303,Advanced,4,1
P00227,SK027,0.187,Intermediate,2,1
P00228,SK023,0.255,Intermediate,2,1
P00228,SK025,0.745,Beginner,1,1
P00229,SK019,0.012,Beginner,1,0
P00229,SK020,0.253,Intermediate,2,1
P00229,SK022,0.095,Advanced,4,1
P00229,SK023,0.08,Intermediate,2,0
P00229,SK025,0.56,Beginner,2,1
P00230,SK001,0.395,Advanced,4,1
P00230,SK004,0.239,Intermediate,2,0
P00230,SK029,0.366,Intermediate,2,1
P00231,SK001,0.034,Beginner,1,0
P00231,SK011,0.315,Intermediate,2,1
P00231,SK014,0.296,Beginner,2,1
P00231,SK018,0.356,Advanced,4,1
P00232,SK023,0.426,Advanced,5,1
P00232,SK024,0.123,Beginner,1,0
P00232,SK025,0.22,Intermediate,2,1
P00232,SK026,0.231,Intermediate,2,1
P00233,SK011,0.073,Intermediate,2,0
P00233,SK016,0.657,Advanced,4,1
P00233,SK017,0.078,Beginner,1,0
P00233,SK018,0.109,Advanced,4,1
P00233,SK020,0.083,Intermediate,3,1
P00234,SK011,0.064,Intermediate,2,1
P00234,SK022,0.05,Beginner,1,0
P00234,SK024,0.412,Advanced,4,1
P00234,SK025,0.474,Beginner,2,1
P00235,SK020,0.283,Advanced,4,1
P00235,SK021,0.03,Beginner,1,0
P00235,SK023,0.687,Beginner,1,1
P00236,SK001,0.205,Intermediate,2,1
P00236,SK011,0.309,Intermediate,2,1
P00236,SK013,0.167,Beginner,1,0
P00236,SK014,0.235,Intermediate,2,1
P00236,SK024,0.084,Intermediate,2,0
P00237,SK005,0.517,Intermediate,2,1
P00237,SK010,0.483,Intermediate,3,1
P00238,SK001,0.059,Beginner,1,0
P00238,SK014,0.187,Advanced,4,1
P00238,SK016,0.154,Advanced,4,1
P00238,SK017,0.17,Advanced,4,1
P00238,SK022,0.125,Intermediate,2,0
P00238,SK024,0.305,Intermediate,2,1
P00239,SK021,0.234,Advanced,4,1
P00239,SK023,0.232,Intermediate,2,1
P00239,SK025,0.469,Advanced,5,1
P00239,SK036,0.064,Beginner,1,0
P00240,SK001,0.309,Beginner,2,1
P00240,SK014,0.322,Advanced,5,1
P00240,SK018,0.284,Intermediate,3,1
P00240,SK024,0.086,Intermediate,2,0
P00241,SK011,0.136,Advanced,5,1
P00241,SK013,0.039,Advanced,4,0
P00241,SK024,0.473,Advanced,4,1
P00241,SK036,0.29,Advanced,5,1
P00241,SK037,0.062,Intermediate,2,0
P00242,SK011,0.466,Advanced,4,1
P00242,SK024,0.534,Advanced,4,1
P00243,SK011,0.016,Beginner,1,0
P00243,SK017,0.278,Advanced,5,1
P00243,SK024,0.075,Intermediate,2,1
P00243,SK025,0.631,Intermediate,2,1
P00244,SK011,0.243,Advanced,4,1
P00244,SK024,0.547,Advanced,4,1
P00244,SK025,0.21,Beginner,1,0
P00245,SK001,0.234,Advanced,4,1
P00245,SK004,0.128,Intermediate,2,0
P00245,SK024,0.155,Advanced,4,0
P00245,SK028,0.298,Intermediate,2,1
P00245,SK029,0.186,Advanced,5,1
P00246,SK007,0.547,Intermediate,2,1
P00246,SK011,0.137,Intermediate,3,1
P00246,SK024,0.123,Beginner,1,0
P00246,SK037,0.194,Advanced,5,1
P00247,SK004,0.176,Intermediate,2,0
P00247,SK005,0.646,Intermediate,2,1
P00247,SK027,0.178,Intermediate,2,1
P00248,SK011,0.2,Beginner,2,1
P00248,SK024,0.639,Intermediate,2,1
P00248,SK025,0.1,Intermediate,3,1
P00248,SK026,0.062,Beginner,1,0
P00249,SK022,0.345,Intermediate,2,1
P00249,SK024,0.105,Intermediate,2,0
P00249,SK025,0.362,Beginner,2,1
P00249,SK026,0.188,Intermediate,3,1
P00250,SK002,0.134,Intermediate,2,0
P00250,SK004,0.397,Advanced,5,1
P00250,SK024,0.47,Advanced,4,1
P00251,SK020,0.522,Intermediate,2,1
P00251,SK024,0.478,Beginner,2,1
P00252,SK022,0.127,Beginner,1,1
P00252,SK023,0.283,Beginner,1,1
P00252,SK024,0.066,Beginner,1,0
P00252,SK026,0.524,Intermediate,2,1
P00253,SK013,0.237,Intermediate,3,1
P00253,SK015,0.245,Intermediate,2,1
P00253,SK016,0.367,Intermediate,3,1
P00253,SK020,0.041,Beginner,1,0
P00253,SK024,0.109,Intermediate,2,0
P00254,SK020,0.063,Intermediate,2,0
P00254,SK023,0.102,Advanced,4,1
P00254,SK024,0.407,Intermediate,2,1
P00254,SK026,0.428,Intermediate,2,1
P00255,SK011,0.035,Intermediate,2,0
P00255,SK017,0.662,Intermediate,3,1
P00255,SK024,0.063,Intermediate,2,1
P00255,SK027,0.241,Intermediate,3,1
P00256,SK019,0.193,Intermediate,2,1
P00256,SK020,0.027,Intermediate,2,0
P00256,SK023,0.03,Intermediate,2,1
P00256,SK024,0.03,Beginner,1,0
P00256,SK026,0.72,Intermediate,2,1
P00257,SK027,1.0,Intermediate,2,1
P00258,SK004,0.409,Intermediate,2,1
P00258,SK027,0.591,Intermediate,3,1
P00259,SK019,0.433,Intermediate,2,1
P00259,SK021,0.068,Intermediate,2,0
P00259,SK024,0.121,Intermediate,2,1
P00259,SK025,0.378,Advanced,4,1
P00260,SK019,0.31,Advanced,5,1
P00260,SK020,0.003,Advanced,4,0
P00260,SK022,0.276,Beginner,1,1
P00260,SK023,0.036,Advanced,4,1
P00260,SK024,0.011,Intermediate,2,0
P00260,SK025,0.212,Intermediate,2,1
P00260,SK026,0.152,Beginner,2,1
P00261,SK011,0.075,Beginner,1,0
P00261,SK015,0.372,Beginner,1,1
P00261,SK020,0.3,Intermediate,2,1
P00261,SK022,0.253,Beginner,1,1
P00262,SK011,0.317,Beginner,2,1
P00262,SK024,0.223,Beginner,1,0
P00262,SK027,0.459,Intermediate,3,1
P00263,SK004,0.334,Advanced,4,1
P00263,SK024,0.24,Intermediate,2,1
P00263,SK033,0.006,Beginner,1,0
P00263,SK037,0.42,Intermediate,2,1
P00264,SK011,0.017,Beginner,1,0
P00264,SK022,0.342,Beginner,1,1
P00264,SK023,0.143,Intermediate,2,1
P00264,SK024,0.091,Beginner,1,0
P00264,SK026,0.408,Advanced,4,1
P00265,SK004,0.293,Advanced,4,1
P00265,SK005,0.082,Beginner,1,0
P00265,SK006,0.338,Advanced,4,1
P00265,SK013,0.135,Beginner,1,0
P00265,SK024,0.152,Beginner,1,1
P00266,SK011,0.171,Intermediate,2,1
P00266,SK023,0.125,Beginner,1,0
P00266,SK024,0.51,Intermediate,2,1
P00266,SK025,0.194,Intermediate,2,1
P00267,SK004,0.023,Beginner,1,0
P00267,SK024,0.582,Intermediate,2,1
P00267,SK028,0.159,Intermediate,2,1
P00267,SK029,0.236,Advanced,5,1
P00268,SK024,0.625,Advanced,4,1
P00268,SK026,0.375,Advanced,4,1
P00269,SK011,0.192,Intermediate,2,0
P00269,SK018,0.579,Advanced,5,1
P00269,SK020,0.229,Intermediate,2,1
P00270,SK014,0.034,Intermediate,2,0
P00270,SK015,0.319,Intermediate,2,1
P00270,SK018,0.594,Intermediate,2,1
P00270,SK022,0.053,Advanced,4,1
P00271,SK019,0.509,Intermediate,3,1
P00271,SK021,0.023,Advanced,4,0
P00271,SK022,0.059,Advanced,4,0
P00271,SK023,0.063,Advanced,4,1
P00271,SK024,0.281,Intermediate,2,1
P00271,SK025,0.064,Advanced,4,1
P00272,SK004,0.304,Intermediate,2,0
P00272,SK024,0.348,Advanced,4,1
P00272,SK029,0.348,Intermediate,2,1
P00273,SK002,0.185,Beginner,1,1
P00273,SK024,0.074,Intermediate,2,0
P00273,SK028,0.132,Advanced,4,1
P00273,SK029,0.609,Intermediate,2,1
P00274,SK013,0.081,Intermediate,2,1
P00274,SK014,0.358,Intermediate,2,1
P00274,SK023,0.54,Intermediate,2,1
P00274,SK024,0.02,Beginner,1,0
P00275,SK020,0.071,Intermediate,2,0
P00275,SK023,0.277,Advanced,4,1
P00275,SK026,0.341,Intermediate,3,1
P00275,SK036,0.311,Advanced,4,1
P00276,SK001,0.61,Advanced,5,1
P00276,SK024,0.139,Beginner,1,0
P00276,SK029,0.252,Intermediate,2,1
P00277,SK022,0.055,Advanced,4,1
P00277,SK023,0.945,Intermediate,2,1
P00278,SK002,0.526,Intermediate,2,1
P00278,SK004,0.058,Advanced,4,0
P00278,SK028,0.416,Intermediate,2,1
P00279,SK013,0.136,Beginner,1,1
P00279,SK014,0.078,Intermediate,2,0
P00279,SK018,0.475,Beginner,2,1
P00279,SK023,0.075,Beginner,1,0
P00279,SK024,0.235,Intermediate,3,1
P00280,SK011,0.087,Intermediate,3,1
P00280,SK017,0.052,Intermediate,2,0
P00280,SK024,0.548,Intermediate,2,1
P00280,SK027,0.313,Advanced,5,1
P00281,SK002,0.005,Advanced,4,1
P00281,SK010,0.995,Advanced,5,1
P00282,SK001,0.749,Intermediate,2,1
P00282,SK024,0.251,Advanced,5,1
P00283,SK007,1.0,Intermediate,2,1
P00284,SK019,0.26,Intermediate,2,1
P00284,SK024,0.131,Intermediate,2,0
P00284,SK025,0.393,Advanced,4,1
P00284,SK026,0.216,Intermediate,3,1
P00285,SK011,0.412,Beginner,1,1
P00285,SK017,0.456,Intermediate,3,1
P00285,SK025,0.132,Intermediate,2,0
P00286,SK005,0.031,Beginner,1,0
P00286,SK011,0.414,Intermediate,2,1
P00286,SK024,0.204,Advanced,4,1
P00286,SK036,0.351,Intermediate,2,1
P00287,SK011,0.637,Intermediate,2,1
P00287,SK017,0.348,Intermediate,3,1
P00287,SK024,0.015,Beginner,1,0
P00288,SK011,0.347,Intermediate,2,1
P00288,SK024,0.653,Advanced,4,1
P00289,SK019,0.168,Advanced,4,1
P00289,SK020,0.092,Intermediate,2,0
P00289,SK024,0.534,Beginner,1,1
P00289,SK026,0.206,Advanced,5,1
P00290,SK004,0.532,Advanced,4,1
P00290,SK005,0.217,Beginner,1,0
P00290,SK024,0.251,Intermediate,3,1
P00291,SK019,0.136,Beginner,1,0
P00291,SK021,0.302,Intermediate,2,1
P00291,SK023,0.043,Intermediate,2,0
P00291,SK024,0.186,Intermediate,2,1
P00291,SK025,0.333,Intermediate,3,1
P00292,SK022,0.034,Beginner,1,0
P00292,SK023,0.174,Intermediate,2,1
P00292,SK024,0.126,Intermediate,2,1
P00292,SK026,0.666,Intermediate,3,1
P00293,SK004,0.178,Beginner,1,0
P00293,SK005,0.219,Advanced,4,1
P00293,SK024,0.351,Intermediate,3,1
P00293,SK027,0.252,Intermediate,2,1
P00294,SK011,0.507,Beginner,1,1
P00294,SK017,0.109,Intermediate,2,0
P00294,SK024,0.384,Beginner,1,1
P00295,SK011,0.719,Advanced,4,1
P00295,SK024,0.281,Advanced,4,1
P00296,SK011,0.248,Advanced,4,1
P00296,SK024,0.054,Intermediate,2,0
P00296,SK026,0.698,Advanced,4,1
P00297,SK001,0.094,Intermediate,2,1
P00297,SK002,0.283,Advanced,4,1
P00297,SK004,0.077,Intermediate,2,0
P00297,SK029,0.546,Advanced,4,1
P00298,SK002,0.569,Advanced,4,1
P00298,SK005,0.431,Intermediate,3,1
P00299,SK020,0.144,Advanced,5,1
P00299,SK024,0.856,Intermediate,2,1
P00300,SK011,0.137,Intermediate,2,1
P00300,SK017,0.863,Beginner,1,1
P00301,SK002,0.665,Intermediate,2,1
P00301,SK004,0.024,Intermediate,2,0
P00301,SK028,0.311,Intermediate,2,1
P00302,SK019,0.067,Intermediate,2,1
P00302,SK023,0.472,Intermediate,2,1
P00302,SK025,0.067,Intermediate,2,0
P00302,SK026,0.394,Intermediate,3,1
P00303,SK011,0.307,Advanced,5,1
P00303,SK022,0.083,Beginner,1,0
P00303,SK023,0.449,Intermediate,3,1
P00303,SK024,0.161,Beginner,1,1
P00304,SK001,0.007,Intermediate,2,0
P00304,SK011,0.063,Intermediate,3,1
P00304,SK020,0.755,Intermediate,2,1
P00304,SK024,0.176,Advanced,4,1
P00305,SK001,0.528,Intermediate,2,1
P00305,SK011,0.14,Beginner,1,0
P00305,SK023,0.333,Advanced,5,1
P00306,SK011,0.081,Advanced,4,0
P00306,SK013,0.423,Beginner,1,1
P00306,SK014,0.084,Advanced,4,1
P00306,SK018,0.06,Intermediate,2,0
P00306,SK023,0.351,Advanced,4,1
P00307,SK011,0.493,Intermediate,2,1
P00307,SK022,0.177,Intermediate,2,1
P00307,SK024,0.141,Intermediate,2,0
P00307,SK025,0.19,Intermediate,3,1
P00308,SK006,0.068,Beginner,1,0
P00308,SK008,0.052,Beginner,1,0
P00308,SK009,0.126,Intermediate,2,1
P00308,SK013,0.561,Intermediate,2,1
P00308,SK024,0.071,Intermediate,3,1
P00308,SK037,0.121,Intermediate,3,1
P00309,SK022,0.227,Advanced,5,1
P00309,SK023,0.227,Intermediate,2,1
P00309,SK024,0.239,Intermediate,2,1
P00309,SK025,0.203,Beginner,1,0
P00309,SK026,0.104,Beginner,1,0
P00310,SK001,0.255,Intermediate,2,1
P00310,SK011,0.274,Beginner,1,1
P00310,SK013,0.46,Intermediate,3,1
P00310,SK014,0.011,Intermediate,2,0
P00311,SK005,0.233,Intermediate,2,1
P00311,SK007,0.155,Intermediate,2,1
P00311,SK008,0.574,Beginner,2,1
P00311,SK024,0.037,Intermediate,2,0
P00312,SK001,0.012,Intermediate,2,0
P00312,SK011,0.42,Intermediate,3,1
P00312,SK013,0.244,Intermediate,2,1
P00312,SK024,0.323,Advanced,4,1
P00313,SK011,0.198,Intermediate,3,1
P00313,SK024,0.802,Intermediate,3,1
P00314,SK023,0.438,Advanced,4,1
P00314,SK025,0.272,Beginner,1,0
P00314,SK026,0.29,Intermediate,2,1
P00315,SK017,0.538,Beginner,2,1
P00315,SK024,0.325,Intermediate,2,1
P00315,SK027,0.137,Advanced,4,0
P00316,SK011,0.011,Intermediate,2,0
P00316,SK017,0.621,Advanced,5,1
P00316,SK024,0.257,Beginner,1,1
P00316,SK025,0.11,Advanced,5,1
P00317,SK019,0.079,Intermediate,2,1
P00317,SK025,0.921,Beginner,1,1
P00318,SK001,0.164,Beginner,1,1
P00318,SK004,0.098,Beginner,1,0
P00318,SK007,0.097,Intermediate,2,0
P00318,SK010,0.223,Advanced,4,1
P00318,SK024,0.217,Advanced,4,1
P00318,SK037,0.202,Advanced,4,1
P00319,SK011,0.008,Beginner,1,0
P00319,SK014,0.281,Beginner,2,1
P00319,SK017,0.105,Intermediate,3,1
P00319,SK018,0.239,Intermediate,3,1
P00319,SK023,0.275,Intermediate,3,1
P00319,SK024,0.093,Intermediate,2,0
P00320,SK011,0.629,Intermediate,3,1
P00320,SK024,0.035,Beginner,1,0
P00320,SK025,0.336,Intermediate,2,1
P00321,SK021,0.117,Intermediate,2,0
P00321,SK022,0.308,Beginner,1,1
P00321,SK023,0.215,Beginner,1,1
P00321,SK024,0.127,Intermediate,2,0
P00321,SK026,0.233,Intermediate,2,1
P00322,SK001,0.543,Intermediate,3,1
P00322,SK011,0.108,Intermediate,3,1
P00322,SK015,0.257,Advanced,4,1
P00322,SK016,0.092,Intermediate,2,0
P00323,SK001,0.238,Advanced,4,0
P00323,SK013,0.471,Intermediate,2,1
P00323,SK016,0.291,Intermediate,2,1
P00324,SK011,0.522,Intermediate,2,1
P00324,SK017,0.407,Advanced,4,1
P00324,SK024,0.07,Beginner,1,0
P00325,SK011,1.0,Intermediate,3,1
P00326,SK001,0.043,Intermediate,2,0
P00326,SK011,0.095,Intermediate,3,1
P00326,SK013,0.501,Intermediate,2,1
P00326,SK014,0.026,Intermediate,2,0
P00326,SK023,0.336,Beginner,1,1
P00327,SK011,0.024,Intermediate,2,0
P00327,SK023,0.293,Beginner,1,1
P00327,SK024,0.376,Intermediate,2,1
P00327,SK026,0.307,Advanced,4,1
P00328,SK011,0.144,Intermediate,2,1
P00328,SK013,0.079,Beginner,1,0
P00328,SK014,0.395,Intermediate,3,1
P00328,SK017,0.17,Intermediate,2,1
P00328,SK023,0.098,Intermediate,2,0
P00328,SK024,0.113,Beginner,2,1
P00329,SK022,0.034,Intermediate,2,0
P00329,SK026,0.224,Intermediate,3,1
P00329,SK036,0.742,Intermediate,2,1
P00330,SK020,0.411,Intermediate,2,1
P00330,SK021,0.269,Beginner,1,0
P00330,SK023,0.321,Intermediate,2,1
P00331,SK019,0.131,Advanced,4,0
P00331,SK021,0.167,Advanced,4,1
P00331,SK023,0.127,Intermediate,2,0
P00331,SK025,0.374,Advanced,4,1
P00331,SK026,0.202,Intermediate,2,1
P00332,SK019,0.079,Intermediate,2,0
P00332,SK020,0.283,Intermediate,2,1
P00332,SK023,0.638,Intermediate,3,1
P00333,SK021,0.39,Intermediate,2,1
P00333,SK023,0.096,Beginner,1,0
P00333,SK024,0.394,Intermediate,2,1
P00333,SK025,0.12,Advanced,4,1
P00334,SK025,1.0,Advanced,4,1
P00335,SK013,0.492,Advanced,5,1
P00335,SK015,0.111,Beginner,1,0
P00335,SK017,0.204,Intermediate,3,1
P00335,SK018,0.193,Intermediate,2,1
P00336,SK001,1.0,Intermediate,2,1
P00337,SK001,0.356,Intermediate,2,1
P00337,SK013,0.312,Advanced,4,1
P00337,SK016,0.107,Intermediate,2,0
P00337,SK017,0.039,Beginner,1,0
P00337,SK022,0.186,Intermediate,2,1
P00338,SK001,0.132,Beginner,1,0
P00338,SK014,0.363,Advanced,4,1
P00338,SK017,0.11,Intermediate,2,0
P00338,SK018,0.249,Advanced,4,1
P00338,SK024,0.146,Intermediate,3,1
P00339,SK008,0.578,Intermediate,3,1
P00339,SK010,0.422,Beginner,1,1
P00340,SK011,0.081,Intermediate,2,1
P00340,SK023,0.491,Intermediate,3,1
P00340,SK024,0.381,Advanced,4,1
P00340,SK025,0.047,Beginner,1,0
P00341,SK013,0.481,Intermediate,2,1
P00341,SK015,0.215,Intermediate,2,1
P00341,SK016,0.068,Intermediate,2,1
P00341,SK017,0.006,Beginner,1,0
P00341,SK020,0.059,Intermediate,2,0
P00341,SK024,0.171,Intermediate,3,1
P00342,SK004,0.158,Intermediate,2,1
P00342,SK005,0.842,Beginner,1,1
P00343,SK011,0.11,Intermediate,2,1
P00343,SK023,0.03,Beginner,1,0
P00343,SK024,0.53,Intermediate,2,1
P00343,SK026,0.331,Beginner,1,1
P00344,SK019,0.179,Beginner,1,0
P00344,SK021,0.201,Intermediate,2,1
P00344,SK022,0.42,Advanced,4,1
P00344,SK024,0.2,Intermediate,2,1
P00345,SK004,0.519,Advanced,4,1
P00345,SK027,0.481,Beginner,2,1
P00346,SK020,0.078,Advanced,4,1
P00346,SK024,0.922,Intermediate,2,1
P00347,SK011,0.071,Beginner,1,0
P00347,SK013,0.159,Intermediate,2,1
P00347,SK014,0.284,Advanced,4,1
P00347,SK017,0.187,Beginner,2,1
P00347,SK018,0.129,Beginner,1,0
P00347,SK024,0.17,Advanced,4,1
P00348,SK001,0.256,Intermediate,2,1
P00348,SK002,0.323,Intermediate,3,1
P00348,SK004,0.05,Intermediate,2,0
P00348,SK024,0.018,Beginner,1,0
P00348,SK028,0.353,Beginner,1,1
P00349,SK011,0.156,Intermediate,2,1
P00349,SK014,0.045,Intermediate,2,0
P00349,SK018,0.412,Advanced,4,1
P00349,SK024,0.387,Advanced,5,1
P00350,SK004,0.151,Intermediate,3,1
P00350,SK005,0.224,Advanced,5,1
P00350,SK024,0.521,Intermediate,3,1
P00350,SK027,0.103,Beginner,1,0
P00351,SK011,0.168,Intermediate,2,1
P00351,SK023,0.158,Beginner,1,0
P00351,SK024,0.249,Intermediate,3,1
P00351,SK025,0.424,Intermediate,2,1
P00352,SK001,0.229,Beginner,2,1
P00352,SK011,0.266,Advanced,4,1
P00352,SK014,0.112,Intermediate,2,0
P00352,SK023,0.038,Intermediate,2,0
P00352,SK024,0.354,Intermediate,3,1
P00353,SK002,0.391,Advanced,4,1
P00353,SK028,0.609,Beginner,1,1
P00354,SK011,0.112,Beginner,1,0
P00354,SK022,0.154,Beginner,2,1
P00354,SK023,0.734,Intermediate,2,1
P00355,SK013,0.297,Intermediate,2,0
P00355,SK022,0.376,Beginner,2,1
P00355,SK024,0.327,Advanced,4,1
P00356,SK022,0.063,Advanced,5,1
P00356,SK023,0.749,Intermediate,2,1
P00356,SK025,0.153,Intermediate,2,1
P00356,SK026,0.035,Intermediate,2,0
P00357,SK017,0.138,Intermediate,2,0
P00357,SK024,0.142,Advanced,4,1
P00357,SK027,0.72,Beginner,1,1
P00358,SK019,0.149,Intermediate,2,0
P00358,SK020,0.185,Advanced,5,1
P00358,SK023,0.29,Advanced,4,1
P00358,SK024,0.376,Beginner,2,1
P00359,SK001,0.307,Advanced,5,1
P00359,SK011,0.213,Intermediate,2,0
P00359,SK037,0.48,Advanced,4,1
P00360,SK021,0.167,Beginner,1,1
P00360,SK023,0.102,Intermediate,2,0
P00360,SK024,0.084,Beginner,1,0
P00360,SK025,0.358,Advanced,4,1
P00360,SK036,0.289,Advanced,4,1
P00361,SK020,0.036,Intermediate,2,0
P00361,SK022,0.07,Intermediate,3,1
P00361,SK023,0.056,Advanced,4,1
P00361,SK024,0.261,Intermediate,3,1
P00361,SK025,0.031,Intermediate,2,0
P00361,SK026,0.443,Beginner,2,1
P00361,SK036,0.103,Advanced,5,1
P00362,SK021,0.506,Intermediate,2,1
P00362,SK023,0.145,Beginner,1,0
P00362,SK026,0.158,Intermediate,2,1
P00362,SK036,0.191,Intermediate,2,1
P00363,SK011,0.065,Intermediate,2,1
P00363,SK017,0.026,Beginner,1,0
P00363,SK024,0.86,Intermediate,3,1
P00363,SK025,0.05,Advanced,4,1
P00364,SK007,0.208,Intermediate,2,1
P00364,SK037,0.792,Intermediate,2,1
P00365,SK011,0.268,Advanced,4,0
P00365,SK017,0.409,Advanced,4,1
