employee_id,available_from,available_to,allocation_percent,availability_status
E02290,2026-04-01,2026-05-11,80,Partially Available
E02291,2026-04-01,2026-04-23,70,Partially Available
E02292,2026-04-06,2026-05-04,90,Partially Available
E02293,2026-04-01,2026-04-17,80,Partially Available
E02294,2026-04-01,2026-06-20,60,Available
E02295,2026-04-01,2026-05-08,70,Partially Available
E02296,2026-04-01,2026-06-03,20,Available
E02297,2026-04-01,2026-06-13,60,Available
E02298,2026-04-16,2026-05-12,100,Fully Allocated
E02299,2026-04-01,2026-05-12,30,Available
E02300,2026-04-01,2026-05-23,40,Available
E02301,2026-04-01,2026-05-13,80,Partially Available
E02302,2026-04-01,2026-05-04,70,Partially Available
E02303,2026-04-06,2026-05-06,90,Partially Available
E02304,2026-04-01,2026-04-17,80,Partially Available
E02305,2026-04-01,2026-05-08,30,Available
E02306,2026-04-01,2026-06-03,60,Available
E02307,2026-04-01,2026-04-25,80,Partially Available
E02308,2026-04-01,2026-05-01,70,Partially Available
E02309,2026-04-01,2026-04-22,70,Partially Available
E02310,2026-04-01,2026-05-27,40,Available
E02311,2026-04-01,2026-06-20,50,Available
E02312,2026-04-01,2026-05-20,40,Available
E02313,2026-04-01,2026-06-23,40,Available
E02314,2026-04-01,2026-06-28,50,Available
E02315,2026-04-06,2026-04-23,90,Partially Available
E02316,2026-04-01,2026-05-17,50,Available
E02317,2026-04-01,2026-05-28,50,Available
E02318,2026-04-16,2026-04-30,100,Fully Allocated
E02319,2026-04-01,2026-04-19,70,Partially Available
E02320,2026-04-01,2026-04-16,80,Partially Available
E02321,2026-04-06,2026-05-08,90,Partially Available
E02322,2026-04-01,2026-05-07,70,Partially Available
E02323,2026-04-01,2026-05-31,30,Available
E02324,2026-04-01,2026-05-01,60,Available
E02325,2026-04-01,2026-06-10,10,Available
E02326,2026-04-01,2026-04-29,80,Partially Available
E02327,2026-04-06,2026-04-27,90,Partially Available
E02328,2026-04-01,2026-05-08,50,Available
E02329,2026-04-16,2026-04-30,100,Fully Allocated
E02330,2026-04-01,2026-05-07,70,Partially Available
E02331,2026-04-01,2026-05-24,40,Available
E02332,2026-04-01,2026-05-08,80,Partially Available
E02333,2026-04-06,2026-04-21,90,Partially Available
E02334,2026-04-06,2026-04-23,90,Partially Available
E02335,2026-04-01,2026-04-24,70,Partially Available
E02336,2026-04-01,2026-04-23,80,Partially Available
E02337,2026-04-01,2026-05-05,20,Available
E02338,2026-04-01,2026-06-01,30,Available
E02339,2026-04-16,2026-04-23,100,Fully Allocated
E02340,2026-04-01,2026-05-02,30,Available
E02341,2026-04-01,2026-06-11,40,Available
E02342,2026-04-01,2026-04-29,70,Partially Available
E02343,2026-04-06,2026-05-05,90,Partially Available
E02344,2026-04-01,2026-06-11,50,Available
E02345,2026-04-16,2026-05-01,100,Fully Allocated
E02346,2026-04-06,2026-05-02,90,Partially Available
E02347,2026-04-06,2026-04-30,90,Partially Available
E02348,2026-04-01,2026-05-24,60,Available
E02349,2026-04-01,2026-06-10,60,Available
E02350,2026-04-01,2026-06-19,20,Available
E02351,2026-04-01,2026-05-19,50,Available
E02352,2026-04-01,2026-06-20,60,Available
E02353,2026-04-01,2026-05-17,10,Available
E02354,2026-04-16,2026-04-24,100,Fully Allocated
E02355,2026-04-01,2026-04-25,80,Partially Available
E02356,2026-04-01,2026-05-05,40,Available
E02357,2026-04-01,2026-04-22,70,Partially Available
E02358,2026-04-01,2026-05-06,20,Available
E02359,2026-04-01,2026-05-15,70,Partially Available
E02360,2026-04-01,2026-05-02,40,Available
E02361,2026-04-01,2026-05-08,60,Available
E02362,2026-04-01,2026-05-04,30,Available
E02363,2026-04-16,2026-05-10,100,Fully Allocated
E02364,2026-04-01,2026-05-31,40,Available
E02365,2026-04-16,2026-04-26,100,Fully Allocated
E02366,2026-04-01,2026-05-08,60,Available
E02367,2026-04-01,2026-05-15,80,Partially Available
E02368,2026-04-01,2026-05-31,10,Available
E02369,2026-04-01,2026-05-17,50,Available
E02370,2026-04-06,2026-05-17,90,Partially Available
E02371,2026-04-06,2026-05-15,90,Partially Available
E02372,2026-04-01,2026-06-15,20,Available
E02373,2026-04-06,2026-04-28,90,Partially Available
E02374,2026-04-01,2026-05-14,60,Available
E02375,2026-04-01,2026-05-08,10,Available
E02376,2026-04-01,2026-06-27,30,Available
E02377,2026-04-01,2026-05-25,10,Available
E02378,2026-04-01,2026-05-14,30,Available
E02379,2026-04-01,2026-05-23,60,Available
E02380,2026-04-01,2026-06-12,50,Available
E02381,2026-04-01,2026-06-10,60,Available
E02382,2026-04-01,2026-05-17,50,Available
E02383,2026-04-01,2026-06-18,40,Available
E02384,2026-04-01,2026-04-27,70,Partially Available
E02385,2026-04-01,2026-05-20,40,Available
E02386,2026-04-01,2026-06-03,30,Available
E02387,2026-04-01,2026-06-25,20,Available
E02388,2026-04-16,2026-05-09,100,Fully Allocated
E02389,2026-04-01,2026-06-21,50,Available
E02390,2026-04-01,2026-05-11,50,Available
E02391,2026-04-01,2026-05-27,20,Available
E02392,2026-04-01,2026-05-09,60,Available
E02393,2026-04-01,2026-05-03,80,Partially Available
E02394,2026-04-01,2026-06-07,40,Available
E02395,2026-04-16,2026-04-26,100,Fully Allocated
E02396,2026-04-06,2026-05-04,90,Partially Available
E02397,2026-04-01,2026-05-28,20,Available
E02398,2026-04-06,2026-05-10,90,Partially Available
E02399,2026-04-01,2026-06-23,20,Available
E02400,2026-04-01,2026-06-11,20,Available
E02401,2026-04-16,2026-04-26,100,Fully Allocated
E02402,2026-04-01,2026-04-30,80,Partially Available
E02403,2026-04-01,2026-06-10,60,Available
E02404,2026-04-06,2026-05-02,90,Partially Available
E02405,2026-04-01,2026-05-28,10,Available
E02406,2026-04-16,2026-04-30,100,Fully Allocated
E02407,2026-04-01,2026-05-24,10,Available
E02408,2026-04-01,2026-06-06,50,Available
E02409,2026-04-06,2026-05-06,90,Partially Available
E02410,2026-04-01,2026-05-22,30,Available
E02411,2026-04-01,2026-06-16,60,Available
E02412,2026-04-01,2026-05-17,50,Available
E02413,2026-04-06,2026-04-21,90,Partially Available
E02414,2026-04-01,2026-05-31,60,Available
E02415,2026-04-01,2026-05-25,10,Available
E02416,2026-04-01,2026-04-27,80,Partially Available
E02417,2026-04-06,2026-05-10,90,Partially Available
E02418,2026-04-01,2026-05-19,10,Available
E02419,2026-04-01,2026-05-05,50,Available
E02420,2026-04-01,2026-05-15,20,Available
E02421,2026-04-06,2026-04-29,90,Partially Available
E02422,2026-04-01,2026-05-25,60,Available
E02423,2026-04-01,2026-04-18,70,Partially Available
E02424,2026-04-01,2026-04-27,80,Partially Available
E02425,2026-04-16,2026-05-15,100,Fully Allocated
E02426,2026-04-06,2026-05-09,90,Partially Available
E02427,2026-04-01,2026-04-30,80,Partially Available
E02428,2026-04-01,2026-05-03,50,Available
E02429,2026-04-01,2026-06-21,40,Available
E02430,2026-04-01,2026-05-18,40,Available
E02431,2026-04-01,2026-05-22,60,Available
E02432,2026-04-01,2026-05-16,10,Available
E02433,2026-04-01,2026-04-30,70,Partially Available
E02434,2026-04-01,2026-05-05,20,Available
E02435,2026-04-06,2026-04-30,90,Partially Available
E02436,2026-04-01,2026-06-11,50,Available
E02437,2026-04-01,2026-05-13,30,Available
E02438,2026-04-01,2026-05-03,70,Partially Available
E02439,2026-04-01,2026-05-28,20,Available
E02440,2026-04-01,2026-05-10,10,Available
E02441,2026-04-16,2026-05-08,100,Fully Allocated
E02442,2026-04-01,2026-05-02,30,Available
E02443,2026-04-06,2026-05-20,90,Partially Available
E02444,2026-04-01,2026-06-19,30,Available
E02445,2026-04-01,2026-04-19,80,Partially Available
E02446,2026-04-01,2026-05-04,70,Partially Available
E02447,2026-04-01,2026-05-25,30,Available
E02448,2026-04-06,2026-05-19,90,Partially Available
E02449,2026-04-01,2026-05-05,60,Available
E02450,2026-04-01,2026-05-28,30,Available
E02451,2026-04-01,2026-05-02,80,Partially Available
E02452,2026-04-01,2026-05-02,30,Available
E02453,2026-04-01,2026-04-30,70,Partially Available
E02454,2026-04-01,2026-06-24,20,Available
E02455,2026-04-01,2026-06-25,30,Available
E02456,2026-04-01,2026-04-21,80,Partially Available
E02457,2026-04-01,2026-05-29,40,Available
E02458,2026-04-16,2026-05-15,100,Fully Allocated
E02459,2026-04-01,2026-05-18,20,Available
E02460,2026-04-01,2026-05-14,50,Available
E02461,2026-04-01,2026-04-27,70,Partially Available
E02462,2026-04-16,2026-04-28,100,Fully Allocated
E02463,2026-04-01,2026-05-28,50,Available
E02464,2026-04-01,2026-06-23,20,Available
E02465,2026-04-01,2026-05-05,70,Partially Available
E02466,2026-04-01,2026-06-28,40,Available
E02467,2026-04-01,2026-06-21,50,Available
E02468,2026-04-01,2026-05-18,50,Available
E02469,2026-04-16,2026-04-25,100,Fully Allocated
E02470,2026-04-01,2026-06-27,40,Available
E02471,2026-04-01,2026-06-07,30,Available
E02472,2026-04-01,2026-05-04,50,Available
E02473,2026-04-01,2026-06-20,30,Available
E02474,2026-04-01,2026-06-18,30,Available
E02475,2026-04-06,2026-05-18,90,Partially Available
E02476,2026-04-01,2026-05-31,10,Available
E02477,2026-04-01,2026-05-11,60,Available
E02478,2026-04-01,2026-04-29,70,Partially Available
E02479,2026-04-01,2026-06-28,60,Available
E02480,2026-04-06,2026-05-01,90,Partially Available
E02481,2026-04-01,2026-05-29,40,Available
E02482,2026-04-01,2026-05-19,40,Available
E02483,2026-04-01,2026-05-02,70,Partially Available
E02484,2026-04-01,2026-05-04,20,Available
E02485,2026-04-01,2026-06-13,20,Available
E02486,2026-04-16,2026-04-26,100,Fully Allocated
E02487,2026-04-01,2026-06-28,40,Available
E02488,2026-04-01,2026-04-27,70,Partially Available
E02489,2026-04-01,2026-05-02,80,Partially Available
E02490,2026-04-01,2026-06-16,30,Available
E02491,2026-04-01,2026-05-07,40,Available
E02492,2026-04-06,2026-05-11,90,Partially Available
E02493,2026-04-01,2026-04-16,80,Partially Available
E02494,2026-04-01,2026-06-06,60,Available
E02495,2026-04-01,2026-05-12,30,Available
E02496,2026-04-01,2026-05-07,60,Available
E02497,2026-04-01,2026-06-23,60,Available
E02498,2026-04-01,2026-06-27,40,Available
E02499,2026-04-01,2026-05-15,60,Available
E02500,2026-04-01,2026-06-06,40,Available
